"region","gt_value","date","date_obtained","term_topic","subdivision_name","subdivision_category","parent_subdivision"
"AT-3",0,2005-12-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2006-01-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2006-02-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2006-03-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2006-04-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2006-05-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2006-06-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2006-07-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2006-08-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2006-09-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2006-10-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2006-11-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",69,2006-12-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2007-01-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2007-02-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2007-03-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2007-04-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",50,2007-05-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2007-06-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2007-07-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2007-08-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2007-09-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2007-10-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2007-11-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",46,2007-12-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2008-01-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",41,2008-02-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2008-03-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2008-04-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2008-05-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2008-06-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2008-07-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2008-08-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2008-09-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",64,2008-10-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2008-11-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2008-12-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2009-01-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2009-02-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2009-03-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2009-04-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",33,2009-05-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2009-06-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",34,2009-07-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2009-08-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2009-09-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2009-10-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2009-11-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",65,2009-12-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2010-01-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2010-02-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",27,2010-03-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2010-04-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",0,2010-05-01,2022-07-29,"meth","Lower Austria","state","AT"
"AT-3",60,2014-10-01,2022-03-23,"meth","Lower Austria","state","AT"
"AT-3",62,2014-11-01,2022-03-23,"meth","Lower Austria","state","AT"
"AT-3",28,2014-12-01,2022-03-23,"meth","Lower Austria","state","AT"
"AT-3",25,2015-01-01,2022-03-23,"meth","Lower Austria","state","AT"
"AT-3",43,2015-02-01,2022-03-23,"meth","Lower Austria","state","AT"
"AT-3",13,2015-03-01,2022-03-23,"meth","Lower Austria","state","AT"
"AT-3",14,2015-04-01,2022-03-23,"meth","Lower Austria","state","AT"
"AT-3",27,2015-05-01,2022-03-23,"meth","Lower Austria","state","AT"
"AT-3",19,2015-06-01,2022-03-23,"meth","Lower Austria","state","AT"
"AT-3",24,2015-07-01,2022-03-23,"meth","Lower Austria","state","AT"
"AT-3",28,2015-08-01,2022-03-23,"meth","Lower Austria","state","AT"
"AT-3",17,2015-09-01,2022-03-23,"meth","Lower Austria","state","AT"
"AT-3",29,2015-10-01,2022-03-23,"meth","Lower Austria","state","AT"
"AT-3",17,2015-11-01,2022-03-23,"meth","Lower Austria","state","AT"
"AT-3",30,2015-12-01,2022-03-23,"meth","Lower Austria","state","AT"
"AT-3",35,2016-01-01,2022-03-23,"meth","Lower Austria","state","AT"
"AT-3",26,2016-02-01,2022-03-23,"meth","Lower Austria","state","AT"
"AT-3",0,2006-06-01,2022-03-31,"meth","Lower Austria","state","AT"
"AT-3",0,2006-07-01,2022-03-31,"meth","Lower Austria","state","AT"
"AT-3",0,2006-08-01,2022-03-31,"meth","Lower Austria","state","AT"
"AT-3",0,2006-09-01,2022-03-31,"meth","Lower Austria","state","AT"
"AT-3",0,2006-10-01,2022-03-31,"meth","Lower Austria","state","AT"
"AT-3",0,2006-11-01,2022-03-31,"meth","Lower Austria","state","AT"
"AT-3",69,2006-12-01,2022-03-31,"meth","Lower Austria","state","AT"
"AT-3",0,2007-01-01,2022-03-31,"meth","Lower Austria","state","AT"
"AT-3",0,2007-02-01,2022-03-31,"meth","Lower Austria","state","AT"
"AT-3",0,2007-03-01,2022-03-31,"meth","Lower Austria","state","AT"
"AT-3",0,2007-04-01,2022-03-31,"meth","Lower Austria","state","AT"
"AT-3",50,2007-05-01,2022-03-31,"meth","Lower Austria","state","AT"
"AT-3",0,2007-06-01,2022-03-31,"meth","Lower Austria","state","AT"
"AT-3",0,2007-07-01,2022-03-31,"meth","Lower Austria","state","AT"
"AT-3",0,2007-08-01,2022-03-31,"meth","Lower Austria","state","AT"
"AT-3",0,2007-09-01,2022-03-31,"meth","Lower Austria","state","AT"
"AT-3",0,2007-10-01,2022-03-31,"meth","Lower Austria","state","AT"
"AT-3",0,2007-11-01,2022-03-31,"meth","Lower Austria","state","AT"
"AT-3",46,2007-12-01,2022-03-31,"meth","Lower Austria","state","AT"
"AT-3",0,2008-01-01,2022-03-31,"meth","Lower Austria","state","AT"
"AT-3",41,2008-02-01,2022-03-31,"meth","Lower Austria","state","AT"
"AT-3",0,2008-03-01,2022-03-31,"meth","Lower Austria","state","AT"
"AT-3",0,2012-10-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",6,2012-11-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",6,2012-12-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",6,2013-01-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",19,2013-02-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",11,2013-03-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",12,2013-04-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",6,2013-05-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",6,2013-06-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",0,2013-07-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",11,2013-08-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",12,2013-09-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",11,2013-10-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",8,2013-11-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",9,2013-12-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",13,2014-01-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",5,2014-02-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",0,2014-03-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",19,2014-04-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",0,2014-05-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",5,2014-06-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",5,2014-07-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",5,2014-08-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",10,2014-09-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",0,2014-10-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",5,2014-11-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",10,2014-12-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",13,2015-01-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",0,2015-02-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",13,2015-03-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",10,2015-04-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",9,2015-05-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",5,2015-06-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",5,2015-07-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",5,2015-08-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",4,2015-09-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",4,2015-10-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",0,2015-11-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",9,2015-12-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",18,2016-01-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",11,2016-02-01,2021-06-05,"meth","Lower Austria","state","AT"
"AT-3",0,2004-07-01,2022-03-29,"meth","Lower Austria","state","AT"
"AT-3",0,2004-08-01,2022-03-29,"meth","Lower Austria","state","AT"
"AT-3",0,2004-09-01,2022-03-29,"meth","Lower Austria","state","AT"
"AT-3",4,2015-11-01,2021-03-27,"meth","Lower Austria","state","AT"
"AT-3",11,2012-11-01,2022-05-23,"meth","Lower Austria","state","AT"
"AT-3",18,2012-12-01,2022-05-23,"meth","Lower Austria","state","AT"
"AT-3",0,2005-09-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2005-10-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",86,2005-11-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2005-12-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2006-01-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2006-02-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2006-03-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2006-04-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2006-05-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2006-06-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2006-07-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2006-08-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2006-09-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2006-10-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2006-11-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",69,2006-12-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2007-01-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2007-02-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2007-03-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2007-04-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",50,2007-05-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2007-06-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2007-07-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2007-08-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2007-09-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2007-10-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2007-11-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",46,2007-12-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2008-01-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",41,2008-02-01,2022-06-12,"meth","Lower Austria","state","AT"
"AT-3",0,2004-01-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2004-02-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2004-03-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2004-04-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2004-05-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2004-06-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2004-07-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2004-08-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2004-09-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2004-10-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2004-11-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2004-12-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2005-01-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",95,2005-02-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2005-03-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2005-04-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2005-05-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2005-06-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",100,2005-07-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2005-08-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2005-09-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2005-10-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",86,2005-11-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2005-12-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2006-01-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2006-02-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2006-03-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2006-04-01,2022-07-12,"meth","Lower Austria","state","AT"
"AT-3",0,2004-01-01,2022-03-20,"meth","Lower Austria","state","AT"
"AT-3",0,2004-02-01,2022-03-20,"meth","Lower Austria","state","AT"
"AT-3",0,2004-03-01,2022-03-20,"meth","Lower Austria","state","AT"
"AT-3",0,2008-12-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",0,2009-01-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",0,2009-02-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",0,2009-03-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",0,2009-04-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",33,2009-05-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",0,2009-06-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",34,2009-07-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",0,2009-08-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",0,2009-09-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",0,2009-10-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",0,2009-11-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",65,2009-12-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",0,2010-01-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",0,2010-02-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",27,2010-03-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",0,2010-04-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",0,2010-05-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",30,2010-06-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",0,2010-07-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",0,2010-08-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",0,2010-09-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",55,2010-10-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",0,2010-11-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",0,2010-12-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",28,2011-01-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",23,2011-02-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",42,2011-03-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",24,2011-04-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",22,2011-05-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",8,2011-06-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",15,2011-07-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",15,2011-08-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",0,2011-09-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",7,2011-10-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",20,2011-11-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",0,2011-12-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",12,2012-01-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",7,2012-02-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",26,2012-03-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",37,2015-06-01,2021-03-29,"meth","Lower Austria","state","AT"
"AT-3",0,2015-07-01,2021-03-29,"meth","Lower Austria","state","AT"
"AT-3",24,2015-08-01,2021-03-29,"meth","Lower Austria","state","AT"
"AT-3",0,2015-09-01,2021-03-29,"meth","Lower Austria","state","AT"
"AT-3",32,2015-10-01,2021-03-29,"meth","Lower Austria","state","AT"
"AT-3",0,2015-11-01,2021-03-29,"meth","Lower Austria","state","AT"
"AT-3",0,2015-12-01,2021-03-29,"meth","Lower Austria","state","AT"
"AT-3",9,2016-01-01,2021-03-29,"meth","Lower Austria","state","AT"
"AT-3",19,2016-02-01,2021-03-29,"meth","Lower Austria","state","AT"
"AT-3",46,2007-12-01,2022-04-01,"meth","Lower Austria","state","AT"
"AT-3",0,2008-01-01,2022-04-01,"meth","Lower Austria","state","AT"
"AT-3",41,2008-02-01,2022-04-01,"meth","Lower Austria","state","AT"
"AT-3",0,2008-03-01,2022-04-01,"meth","Lower Austria","state","AT"
"AT-3",0,2008-04-01,2022-04-01,"meth","Lower Austria","state","AT"
"AT-3",0,2008-05-01,2022-04-01,"meth","Lower Austria","state","AT"
"AT-3",0,2008-06-01,2022-04-01,"meth","Lower Austria","state","AT"
"AT-3",0,2008-07-01,2022-04-01,"meth","Lower Austria","state","AT"
"AT-3",0,2008-08-01,2022-04-01,"meth","Lower Austria","state","AT"
"AT-3",0,2008-09-01,2022-04-01,"meth","Lower Austria","state","AT"
"AT-3",64,2008-10-01,2022-04-01,"meth","Lower Austria","state","AT"
"AT-3",0,2008-11-01,2022-04-01,"meth","Lower Austria","state","AT"
"AT-3",0,2008-12-01,2022-04-01,"meth","Lower Austria","state","AT"
"AT-3",0,2009-01-01,2022-04-01,"meth","Lower Austria","state","AT"
"AT-3",0,2009-02-01,2022-04-01,"meth","Lower Austria","state","AT"
"AT-3",0,2009-03-01,2022-04-01,"meth","Lower Austria","state","AT"
"AT-3",0,2009-04-01,2022-04-01,"meth","Lower Austria","state","AT"
"AT-3",33,2009-05-01,2022-04-01,"meth","Lower Austria","state","AT"
"AT-3",0,2009-06-01,2022-04-01,"meth","Lower Austria","state","AT"
"AT-3",0,2004-01-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2004-02-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2004-03-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2004-04-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2004-05-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2004-06-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2004-07-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2004-08-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2004-09-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",27,2015-05-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",14,2015-06-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",24,2015-07-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",28,2015-08-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",17,2015-09-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",29,2015-10-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",17,2015-11-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",30,2015-12-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",35,2016-01-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",26,2016-02-01,2022-05-01,"meth","Lower Austria","state","AT"
"AT-3",0,2005-08-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2005-09-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2005-10-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",86,2005-11-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2005-12-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2006-01-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2006-02-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2006-03-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2006-04-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2006-05-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2006-06-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2006-07-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2006-08-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2006-09-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2006-10-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2006-11-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",69,2006-12-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2007-01-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2007-02-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2007-03-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2007-04-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",50,2007-05-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2007-06-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2007-07-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2007-08-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2007-09-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2007-10-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2007-11-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",46,2007-12-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2008-01-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",41,2008-02-01,2022-07-22,"meth","Lower Austria","state","AT"
"AT-3",0,2004-01-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2004-02-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2004-03-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2004-04-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2004-05-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2004-06-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2004-07-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2004-08-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2004-09-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2004-10-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2004-11-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2004-12-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2005-01-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",95,2005-02-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2005-03-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2005-04-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2005-05-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2005-06-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",100,2005-07-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2005-08-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2005-09-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2005-10-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",86,2005-11-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2005-12-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2006-01-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2006-02-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2006-03-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2006-04-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2006-05-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2006-06-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2006-07-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2006-08-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2006-09-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2006-10-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2006-11-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",69,2006-12-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2007-01-01,2022-06-09,"meth","Lower Austria","state","AT"
"AT-3",0,2012-04-01,2021-03-28,"meth","Lower Austria","state","AT"
