"term","extraction_date","count"
"pnumonia",2022-03-19,118
"pnumonia",2022-03-20,118
"pnumonia",2022-03-21,118
"pnumonia",2022-03-22,118
"pnumonia",2022-03-23,118
"pnumonia",2022-03-24,118
"pnumonia",2022-03-25,118
"pnumonia",2022-03-26,118
"pnumonia",2022-03-27,118
"pnumonia",2022-03-28,118
"pnumonia",2022-03-29,118
"pnumonia",2022-03-30,118
"pnumonia",2022-03-31,118
"pnumonia",2022-04-01,118
"pnumonia",2022-04-02,118
"pnumonia",2022-04-03,118
"pnumonia",2022-04-04,118
"pnumonia",2022-04-05,118
"pnumonia",2022-04-06,118
"pnumonia",2022-04-07,118
"pnumonia",2022-04-08,118
"pnumonia",2022-04-09,118
"pnumonia",2022-04-10,118
"pnumonia",2022-04-11,118
"pnumonia",2022-04-12,118
"pnumonia",2022-04-13,118
"pnumonia",2022-04-14,118
"pnumonia",2022-04-19,118
"pnumonia",2022-04-20,118
"pnumonia",2022-04-21,118
"pnumonia",2022-04-22,118
"pnumonia",2022-04-23,118
"pnumonia",2022-04-26,118
"pnumonia",2022-04-27,118
"pnumonia",2022-04-28,118
"pnumonia",2022-04-29,118
"pnumonia",2022-04-30,118
"pnumonia",2022-05-01,118
"pnumonia",2022-05-05,118
"pnumonia",2022-05-06,118
"pnumonia",2022-05-07,118
"pnumonia",2022-05-08,118
"pnumonia",2022-05-09,118
"pnumonia",2022-05-10,118
"pnumonia",2022-05-11,118
"pnumonia",2022-05-12,118
"pnumonia",2022-05-14,118
"pnumonia",2022-05-15,118
"robitussin",2021-03-26,118
"robitussin",2021-03-27,118
"robitussin",2021-03-28,118
"robitussin",2021-03-29,118
"robitussin",2021-03-30,118
"robitussin",2021-03-31,118
"robitussin",2021-04-01,118
"robitussin",2021-04-02,118
"robitussin",2021-04-03,118
"robitussin",2021-04-04,118
"robitussin",2021-04-05,118
"robitussin",2021-04-06,118
"robitussin",2021-04-07,118
"robitussin",2021-04-08,118
"robitussin",2021-04-09,118
"robitussin",2021-04-10,118
"robitussin",2021-04-11,118
"robitussin",2021-04-12,118
"robitussin",2021-04-13,118
"robitussin",2021-04-14,118
"robitussin",2021-04-15,118
"robitussin",2021-04-16,118
"robitussin",2021-04-17,118
"robitussin",2021-04-18,118
"robitussin",2021-04-19,118
"robitussin",2021-04-20,118
"robitussin",2021-04-21,118
"robitussin",2021-04-22,118
"robitussin",2021-04-24,118
"robitussin",2021-04-25,118
"robitussin",2021-04-26,118
"robitussin",2021-04-27,118
"robitussin",2021-04-28,118
"robitussin",2021-04-29,118
"robitussin",2021-04-30,118
"robitussin",2021-05-01,118
"robitussin",2021-05-02,118
"robitussin",2021-05-03,118
"robitussin",2021-05-06,118
"robitussin",2021-05-07,118
"robitussin",2021-05-08,118
"robitussin",2021-05-09,118
"robitussin",2021-05-10,118
"robitussin",2021-05-11,118
"robitussin",2021-05-12,118
"robitussin",2021-05-13,118
"robitussin",2021-05-14,118
"robitussin",2021-05-15,118
"robitussin",2021-05-16,118
"robitussin",2021-05-17,118
"robitussin",2021-05-18,118
"robitussin",2021-05-19,118
"robitussin",2021-05-20,118
"robitussin",2021-05-21,118
"robitussin",2021-05-22,118
"robitussin",2021-05-23,118
"robitussin",2021-05-24,118
"robitussin",2021-05-26,118
"robitussin",2021-05-27,118
"robitussin",2021-05-29,118
"robitussin",2021-05-31,118
"robitussin",2021-06-01,118
"robitussin",2021-06-02,118
"robitussin",2021-06-03,118
"robitussin",2021-06-04,118
"robitussin",2021-06-05,118
"robitussin",2021-06-06,118
"robitussin",2021-06-07,118
"robitussin",2021-06-08,118
"robitussin",2021-06-09,118
"robitussin",2021-06-10,118
"robitussin",2021-06-11,118
"robitussin",2021-06-16,118
"robitussin",2021-06-17,118
"robitussin",2021-06-19,118
"robitussin",2021-06-20,118
"robitussin",2021-06-21,118
"robitussin",2022-03-14,118
"robitussin",2022-03-15,118
"robitussin",2022-03-16,118
"robitussin",2022-03-17,118
"robitussin",2022-03-18,118
"robitussin",2022-03-19,118
"robitussin",2022-03-20,118
"robitussin",2022-03-21,118
"robitussin",2022-03-22,118
"robitussin",2022-03-23,118
"robitussin",2022-03-24,118
"robitussin",2022-03-25,118
"robitussin",2022-03-26,118
"robitussin",2022-03-27,118
"robitussin",2022-03-28,118
"robitussin",2022-03-29,118
"robitussin",2022-03-30,118
"robitussin",2022-03-31,118
"robitussin",2022-04-01,118
"robitussin",2022-04-02,118
"robitussin",2022-04-03,118
"robitussin",2022-04-04,118
"robitussin",2022-04-05,118
"robitussin",2022-04-06,118
"robitussin",2022-04-07,118
"robitussin",2022-04-08,118
"robitussin",2022-04-09,118
"robitussin",2022-04-10,118
"robitussin",2022-04-11,118
"robitussin",2022-04-12,118
"robitussin",2022-04-13,118
"robitussin",2022-04-14,118
"robitussin",2022-04-19,118
"robitussin",2022-04-20,118
"robitussin",2022-04-21,118
"robitussin",2022-04-22,118
"robitussin",2022-04-23,118
"robitussin",2022-04-26,118
"robitussin",2022-04-27,118
"robitussin",2022-04-28,118
"robitussin",2022-04-29,118
"robitussin",2022-04-30,118
"robitussin",2022-05-01,118
"robitussin",2022-05-05,118
"robitussin",2022-05-06,118
"robitussin",2022-05-07,118
"robitussin",2022-05-08,118
"robitussin",2022-05-09,118
"robitussin",2022-05-10,118
"robitussin",2022-05-11,118
"robitussin",2022-05-12,118
"robitussin",2022-05-14,118
"robitussin",2022-05-15,118
"strep throat",2021-03-26,118
"strep throat",2021-03-27,118
"strep throat",2021-03-28,118
"strep throat",2021-03-29,118
"strep throat",2021-03-30,118
"strep throat",2021-03-31,118
"strep throat",2021-04-01,118
"strep throat",2021-04-02,118
"strep throat",2021-04-03,118
"strep throat",2021-04-04,118
"strep throat",2021-04-05,118
"strep throat",2021-04-06,118
"strep throat",2021-04-07,118
"strep throat",2021-04-08,118
"strep throat",2021-04-09,118
"strep throat",2021-04-10,118
"strep throat",2021-04-11,118
"strep throat",2021-04-12,118
"strep throat",2021-04-13,118
"strep throat",2021-04-14,118
"strep throat",2021-04-15,118
"strep throat",2021-04-16,118
"strep throat",2021-04-17,118
"strep throat",2021-04-18,118
"strep throat",2021-04-19,118
"strep throat",2021-04-20,118
"strep throat",2021-04-21,118
"strep throat",2021-04-22,118
"strep throat",2021-04-24,118
"strep throat",2021-04-25,118
"strep throat",2021-04-26,118
"strep throat",2021-04-27,118
"strep throat",2021-04-28,118
"strep throat",2021-04-29,118
"strep throat",2021-04-30,118
"strep throat",2021-05-01,118
"strep throat",2021-05-02,118
"strep throat",2021-05-03,118
"strep throat",2021-05-06,118
"strep throat",2021-05-07,118
"strep throat",2021-05-08,118
"strep throat",2021-05-09,118
"strep throat",2021-05-10,118
"strep throat",2021-05-11,118
"strep throat",2021-05-12,118
"strep throat",2021-05-13,118
"strep throat",2021-05-14,118
"strep throat",2021-05-15,118
"strep throat",2021-05-16,118
"strep throat",2021-05-17,118
"strep throat",2021-05-18,118
"strep throat",2021-05-19,118
"strep throat",2021-05-20,118
"strep throat",2021-05-21,118
"strep throat",2021-05-22,118
"strep throat",2021-05-23,118
"strep throat",2021-05-24,118
"strep throat",2021-05-26,118
"strep throat",2021-05-27,118
"strep throat",2021-05-29,118
"strep throat",2021-05-31,118
"strep throat",2021-06-01,118
"strep throat",2021-06-02,118
"strep throat",2021-06-03,118
"strep throat",2021-06-04,118
"strep throat",2021-06-05,118
"strep throat",2021-06-06,118
"strep throat",2021-06-07,118
"strep throat",2021-06-08,118
"strep throat",2021-06-09,118
"strep throat",2021-06-10,118
"strep throat",2021-06-11,118
"strep throat",2021-06-16,118
"strep throat",2021-06-17,118
"strep throat",2021-06-19,118
"strep throat",2021-06-20,118
"strep throat",2021-06-21,118
"strep throat",2022-03-14,118
"strep throat",2022-03-15,118
"strep throat",2022-03-16,118
"strep throat",2022-03-17,118
"strep throat",2022-03-18,118
"strep throat",2022-03-19,118
"strep throat",2022-03-20,118
"strep throat",2022-03-21,118
"strep throat",2022-03-22,118
"strep throat",2022-03-23,118
"strep throat",2022-03-24,118
"strep throat",2022-03-25,118
"strep throat",2022-03-26,118
"strep throat",2022-03-27,118
"strep throat",2022-03-28,118
"strep throat",2022-03-29,118
"strep throat",2022-03-30,118
"strep throat",2022-03-31,118
"strep throat",2022-04-01,118
"strep throat",2022-04-02,118
"strep throat",2022-04-03,118
"strep throat",2022-04-04,118
"strep throat",2022-04-05,118
"strep throat",2022-04-06,118
"strep throat",2022-04-07,118
"strep throat",2022-04-08,118
"strep throat",2022-04-09,118
"strep throat",2022-04-10,118
"strep throat",2022-04-11,118
"strep throat",2022-04-12,118
"strep throat",2022-04-13,118
"strep throat",2022-04-14,118
"strep throat",2022-04-19,118
"strep throat",2022-04-20,118
"strep throat",2022-04-21,118
"strep throat",2022-04-22,118
"strep throat",2022-04-23,118
"strep throat",2022-04-26,118
"strep throat",2022-04-27,118
"strep throat",2022-04-28,118
"strep throat",2022-04-29,118
"strep throat",2022-04-30,118
"strep throat",2022-05-01,118
"strep throat",2022-05-05,118
"strep throat",2022-05-06,118
"strep throat",2022-05-07,118
"strep throat",2022-05-08,118
"strep throat",2022-05-09,118
"strep throat",2022-05-10,118
"strep throat",2022-05-11,118
"strep throat",2022-05-12,118
"strep throat",2022-05-14,118
"strep throat",2022-05-15,118
"symptoms of bronchitis",2021-04-09,118
"symptoms of bronchitis",2021-04-10,118
"symptoms of bronchitis",2021-04-11,118
"symptoms of bronchitis",2021-04-12,118
"symptoms of bronchitis",2021-04-13,118
"symptoms of bronchitis",2021-04-14,118
"symptoms of bronchitis",2021-04-15,118
"symptoms of bronchitis",2021-04-16,118
"symptoms of bronchitis",2021-04-17,118
"symptoms of bronchitis",2021-04-18,118
"symptoms of bronchitis",2021-04-19,118
"symptoms of bronchitis",2021-04-20,118
"symptoms of bronchitis",2021-04-21,118
"symptoms of bronchitis",2021-04-22,118
"symptoms of bronchitis",2021-04-24,118
"symptoms of bronchitis",2021-04-25,118
"symptoms of bronchitis",2021-04-26,118
"symptoms of bronchitis",2021-04-27,118
"symptoms of bronchitis",2021-04-28,118
"symptoms of bronchitis",2021-04-29,118
"symptoms of bronchitis",2021-04-30,118
"symptoms of bronchitis",2021-05-01,118
"symptoms of bronchitis",2021-05-02,118
"symptoms of bronchitis",2021-05-03,118
"symptoms of bronchitis",2021-05-06,118
"symptoms of bronchitis",2021-05-07,118
"symptoms of bronchitis",2021-05-08,118
"symptoms of bronchitis",2021-05-09,118
"symptoms of bronchitis",2021-05-10,118
"symptoms of bronchitis",2021-05-11,118
"symptoms of bronchitis",2021-05-12,118
"symptoms of bronchitis",2021-05-13,118
"symptoms of bronchitis",2021-05-14,118
"symptoms of bronchitis",2021-05-15,118
"symptoms of bronchitis",2021-05-16,118
"symptoms of bronchitis",2021-05-17,118
"symptoms of bronchitis",2021-05-18,118
"symptoms of bronchitis",2021-05-19,118
"symptoms of bronchitis",2021-05-20,118
"symptoms of bronchitis",2021-05-21,118
"symptoms of bronchitis",2021-05-22,118
"symptoms of bronchitis",2021-05-23,118
"symptoms of bronchitis",2021-05-24,118
"symptoms of bronchitis",2021-05-26,118
"symptoms of bronchitis",2021-05-27,118
"symptoms of bronchitis",2021-05-29,118
"symptoms of bronchitis",2021-05-31,118
"symptoms of bronchitis",2021-06-01,118
"symptoms of bronchitis",2021-06-02,118
"symptoms of bronchitis",2021-06-03,118
"symptoms of bronchitis",2021-06-04,118
"symptoms of bronchitis",2021-06-05,118
"symptoms of bronchitis",2021-06-06,118
"symptoms of bronchitis",2021-06-07,118
"symptoms of bronchitis",2021-06-08,118
"symptoms of bronchitis",2021-06-09,118
"symptoms of bronchitis",2021-06-10,118
"symptoms of bronchitis",2021-06-11,118
"symptoms of bronchitis",2021-06-16,118
"symptoms of bronchitis",2021-06-17,118
"symptoms of bronchitis",2021-06-19,118
"symptoms of bronchitis",2021-06-20,118
"symptoms of bronchitis",2021-06-21,118
"symptoms of bronchitis",2022-03-14,118
"symptoms of bronchitis",2022-03-15,118
"symptoms of bronchitis",2022-03-16,118
"symptoms of bronchitis",2022-03-17,118
"symptoms of bronchitis",2022-03-18,118
"symptoms of bronchitis",2022-03-19,118
"symptoms of bronchitis",2022-03-20,118
"symptoms of bronchitis",2022-03-21,118
"symptoms of bronchitis",2022-03-22,118
"symptoms of bronchitis",2022-03-23,118
"symptoms of bronchitis",2022-03-24,118
"symptoms of bronchitis",2022-03-25,118
"symptoms of bronchitis",2022-03-26,118
"symptoms of bronchitis",2022-03-27,118
"symptoms of bronchitis",2022-03-28,118
"symptoms of bronchitis",2022-03-29,118
"symptoms of bronchitis",2022-03-30,118
"symptoms of bronchitis",2022-03-31,118
"symptoms of bronchitis",2022-04-01,118
"symptoms of bronchitis",2022-04-02,118
"symptoms of bronchitis",2022-04-03,118
"symptoms of bronchitis",2022-04-04,118
"symptoms of bronchitis",2022-04-05,118
"symptoms of bronchitis",2022-04-06,118
"symptoms of bronchitis",2022-04-07,118
"symptoms of bronchitis",2022-04-08,118
"symptoms of bronchitis",2022-04-09,118
"symptoms of bronchitis",2022-04-10,118
"symptoms of bronchitis",2022-04-11,118
"symptoms of bronchitis",2022-04-12,118
"symptoms of bronchitis",2022-04-13,118
"symptoms of bronchitis",2022-04-14,118
"symptoms of bronchitis",2022-04-19,118
"symptoms of bronchitis",2022-04-20,118
"symptoms of bronchitis",2022-04-21,118
"symptoms of bronchitis",2022-04-22,118
"symptoms of bronchitis",2022-04-23,118
"symptoms of bronchitis",2022-04-26,118
"symptoms of bronchitis",2022-04-27,118
"symptoms of bronchitis",2022-04-28,118
"symptoms of bronchitis",2022-04-29,118
"symptoms of bronchitis",2022-04-30,118
"symptoms of bronchitis",2022-05-01,118
"symptoms of bronchitis",2022-05-05,118
"symptoms of bronchitis",2022-05-06,118
"symptoms of bronchitis",2022-05-07,118
"symptoms of bronchitis",2022-05-08,118
"symptoms of bronchitis",2022-05-09,118
"symptoms of bronchitis",2022-05-10,118
"symptoms of bronchitis",2022-05-11,118
"symptoms of bronchitis",2022-05-12,118
"symptoms of bronchitis",2022-05-14,118
"symptoms of bronchitis",2022-05-15,118
"symptoms of bronchitis",2022-05-16,118
"symptoms of bronchitis",2022-05-17,118
"symptoms of bronchitis",2022-05-18,118
"symptoms of bronchitis",2022-05-19,118
"symptoms of bronchitis",2022-05-20,118
"symptoms of bronchitis",2022-05-21,118
"symptoms of bronchitis",2022-05-22,118
"symptoms of bronchitis",2022-05-23,118
"symptoms of bronchitis",2022-05-24,118
"symptoms of bronchitis",2022-06-06,118
"symptoms of bronchitis",2022-06-07,118
"symptoms of bronchitis",2022-06-08,118
"symptoms of bronchitis",2022-06-09,118
"symptoms of bronchitis",2022-06-10,118
