ccode,year,month,meth,firstusers_cmeth_DE,nseizes_cmeth_DE,kg_cmeth_DE,druglabbusts_DE,hospitalizations_CH,offences_meth_gesamt_CH,offences_anbau_herstellung_SF,offenders_anbau_herstellung_SF,offences_besitz_sicherst_SF,offenders_besitz_sicherst_SF,offences_handel_SF,offenders_handel_SF,offences_einfuhr_SF,offenders_einfuhr_SF,offences_handel_gesamt,offenders_handel_gesamt,offences_konsum_gesamt,offenders_konsum_gesamt,offences_besitz_sst_gesamt,offenders_besitz_sst_gesamt,offences_anbau_herst_gesamt,offenders_anbau_herst_gesamt,offences_schmuggel_gesamt,offenders_schmuggel_gesamt,offences_meth_AT
PL,2014,8,175,,,,,,,,,,,,,,,,,,,,,,,,,
PL,2014,9,140,,,,,,,,,,,,,,,,,,,,,,,,,
PL,2014,10,108,,,,,,,,,,,,,,,,,,,,,,,,,
PL,2014,11,134,,,,,,,,,,,,,,,,,,,,,,,,,
PL,2014,12,112,,,,,,,,,,,,,,,,,,,,,,,,,
PL,2015,1,92,,,,,,,,,,,,,,,,,,,,,,,,,
PL,2015,2,103,,,,,,,,,,,,,,,,,,,,,,,,,
PL,2015,3,124,,,,,,,,,,,,,,,,,,,,,,,,,
PL,2015,4,95,,,,,,,,,,,,,,,,,,,,,,,,,
PL,2015,5,119,,,,,,,,,,,,,,,,,,,,,,,,,
PL,2015,6,96,,,,,,,,,,,,,,,,,,,,,,,,,
PL,2015,7,103,,,,,,,,,,,,,,,,,,,,,,,,,
PL,2015,8,182,,,,,,,,,,,,,,,,,,,,,,,,,
PL,2015,9,87,,,,,,,,,,,,,,,,,,,,,,,,,
PL,2015,10,95,,,,,,,,,,,,,,,,,,,,,,,,,
PL,2015,11,117,,,,,,,,,,,,,,,,,,,,,,,,,
PL,2015,12,94,,,,,,,,,,,,,,,,,,,,,,,,,
PL,2016,1,100,,,,,,,,,,,,,,,,,,,,,,,,,
PL,2016,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
